month_id;week_id;region;sector;uga746;pharmacy_cip;pharmacy_name;pharmacy_address;pharmacy_zip;pharmacy_city;market;manufacturer;brand;pcmdty_nm;prod_cd;unit_qty;ret_amt
202506;202524;France;;06VAL;111127;Pharmacy 17;Address 17;1;City 17;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR EFF ORANGE 30;3400935709042;2;29,9
202506;202524;France;;67ILL;111137;Pharmacy 27;Address 27;1;City 27;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA BOOST CPR EFFVT 20;3401553606027;2;31,8
202505;202519;France;;74ANM;111136;Pharmacy 26;Address 26;1;City 26;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA BOOST CPR EFFVT 20;3401553606027;1;17,9
202505;202522;France;;22LAM;111129;Pharmacy 19;Address 19;1;City 19;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA BOOST STICK COLA 14 1.71G;3401529463593;1;13,5
202505;202522;France;;06VAL;111127;Pharmacy 17;Address 17;1;City 17;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR EFF ORANGE 60;3400927935947;2;45,8
202505;202520;France;;91VIR;111112;Pharmacy 2;Address 2;1;City 2;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA BOOST CPR EFFVT 20;3401553606027;3;50,97
202505;202519;France;;76FEC;111114;Pharmacy 4;Address 4;1;City 4;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA BOOST CPR EFFVT 20;3401553606027;2;35
202506;202523;France;;92COL;111134;Pharmacy 24;Address 24;1;City 24;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR EFF ORANGE 60;3400927935947;1;19,99
202506;202524;France;;83LSE;111123;Pharmacy 13;Address 13;1;City 13;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR EFF ORANGE 30;3400935709042;5;74,5
202506;202525;France;;31MUR;111131;Pharmacy 21;Address 21;1;City 21;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR EFF ORANGE 30;3400935709042;1;11,49
202505;202520;France;;83LSE;111123;Pharmacy 13;Address 13;1;City 13;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR PELLIC 30;3400935277947;1;14,9
202506;202525;France;;38LPO;111126;Pharmacy 16;Address 16;1;City 16;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA BOOST CPR EFFVT 20;3401553606027;1;17,9
202505;202520;France;;29QUI;111119;Pharmacy 9;Address 9;1;City 9;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR EFF ORANGE 30;3400935709042;1;15,39
202505;202521;France;;31MUR;111131;Pharmacy 21;Address 21;1;City 21;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR EFF ORANGE 60;3400927935947;1;21,99
202505;202522;France;;92COL;111134;Pharmacy 24;Address 24;1;City 24;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR EFF ORANGE 30;3400935709042;3;35,97
202505;202519;France;;92COL;111134;Pharmacy 24;Address 24;1;City 24;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR EFF ORANGE 30;3400935709042;2;23,98
202505;202520;France;;83LSE;111123;Pharmacy 13;Address 13;1;City 13;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR EFF ORANGE 60;3400927935947;1;25,9
202505;202522;France;;91ETA;111113;Pharmacy 3;Address 3;1;City 3;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR EFF ORANGE 30;3400935709042;1;16,9
202505;202520;France;;08RET;111111;Pharmacy 1;Address 1;1;City 1;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR EFF ORANGE 30;3400935709042;1;15,9
202505;202520;France;;84CAV;111125;Pharmacy 15;Address 15;1;City 15;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR EFF ORANGE 30;3400935709042;4;55,6
202505;202522;France;;29QUI;111119;Pharmacy 9;Address 9;1;City 9;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA BOOST STICK COLA 14 1.71G;3401529463593;2;29,26
202505;202520;France;;91ETA;111113;Pharmacy 3;Address 3;1;City 3;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA IMMUNITE FLASH CPR EFF 30;3534510001129;1;15,9
202505;202520;France;;38LPO;111126;Pharmacy 16;Address 16;1;City 16;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR EFF ORANGE 30;3400935709042;1;16,9
202505;202522;France;;31MUR;111131;Pharmacy 21;Address 21;1;City 21;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR EFF ORANGE 30;3400935709042;3;29,47
202505;202520;France;;69OUL;111135;Pharmacy 25;Address 25;1;City 25;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR PELLIC 30;3400935277947;1;14,1
202505;202519;France;;84CAV;111125;Pharmacy 15;Address 15;1;City 15;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR EFF ORANGE 30;3400935709042;1;15,4
202505;202522;France;;06VAL;111127;Pharmacy 17;Address 17;1;City 17;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR EFF ORANGE 30;3400935709042;3;44,85
202506;202525;France;;84CAV;111125;Pharmacy 15;Address 15;1;City 15;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR EFF ORANGE 30;3400935709042;1;13,9
202506;202525;France;;29QUI;111119;Pharmacy 9;Address 9;1;City 9;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA BOOST CPR EFFVT 20;3401553606027;1;15,98
202506;202523;France;;70ARC;111120;Pharmacy 10;Address 10;1;City 10;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA IMMUNITE FLASH CPR EFF 30;3534510001129;1;16,9
202505;202520;France;;87LIM;111138;Pharmacy 28;Address 28;1;City 28;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR EFF ORANGE 30;3400935709042;2;29
202505;202520;France;;92COL;111134;Pharmacy 24;Address 24;1;City 24;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR EFF ORANGE 30;3400935709042;2;23,98
202505;202521;France;;68THA;111124;Pharmacy 14;Address 14;1;City 14;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR EFF ORANGE 30;3400935709042;1;13,9
202505;202519;France;;31MUR;111131;Pharmacy 21;Address 21;1;City 21;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR EFF ORANGE 60;3400927935947;1;21,99
202505;202522;France;;67ILL;111137;Pharmacy 27;Address 27;1;City 27;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA BOOST CPR EFFVT 20;3401553606027;1;15,9
202505;202520;France;;29QUI;111119;Pharmacy 9;Address 9;1;City 9;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR EFF ORANGE 60;3400927935947;1;23,59
202505;202520;France;;83LSE;111123;Pharmacy 13;Address 13;1;City 13;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA BOOST STICK COLA 14 1.71G;3401529463593;2;29,8
202505;202520;France;;92ASN;111128;Pharmacy 18;Address 18;1;City 18;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA BOOST CPR EFFVT 20;3401553606027;2;35,8
202505;202519;France;;87LIM;111138;Pharmacy 28;Address 28;1;City 28;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA BOOST CPR EFFVT 20;3401553606027;1;15,5
202505;202522;France;;92COL;111134;Pharmacy 24;Address 24;1;City 24;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA BOOST CPR EFFVT 20;3401553606027;2;29,98
202505;202519;France;;67ILL;111137;Pharmacy 27;Address 27;1;City 27;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA BOOST CPR EFFVT 20;3401553606027;1;15,9
202505;202520;France;;67ILL;111137;Pharmacy 27;Address 27;1;City 27;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA BOOST CPR EFFVT 20;3401553606027;1;15,9
202506;202524;France;;67ILL;111137;Pharmacy 27;Address 27;1;City 27;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR EFF ORANGE 30;3400935709042;2;31,8
202506;202524;France;;38LPO;111126;Pharmacy 16;Address 16;1;City 16;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR EFF ORANGE 30;3400935709042;4;67,6
202505;202519;France;;91ETA;111113;Pharmacy 3;Address 3;1;City 3;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR EFF ORANGE 30;3400935709042;3;50,7
202505;202518;France;;38LPO;111126;Pharmacy 16;Address 16;1;City 16;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR EFF ORANGE 30;3400935709042;2;33,8
202505;202522;France;;83LSE;111123;Pharmacy 13;Address 13;1;City 13;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA BOOST CPR EFFVT 20;3401553606027;1;15,9
202505;202522;France;;06VAL;111127;Pharmacy 17;Address 17;1;City 17;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA BOOST STICK COLA 14 1.71G;3401529463593;2;25,9
202506;202524;France;;59VIL;111118;Pharmacy 8;Address 8;1;City 8;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR EFF ORANGE 30;3400935709042;1;15,95
202506;202525;France;;92COL;111134;Pharmacy 24;Address 24;1;City 24;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR EFF CASSIS 30;3534510000887;1;12,99
202506;202524;France;;84CAV;111125;Pharmacy 15;Address 15;1;City 15;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR EFF ORANGE 30;3400935709042;2;27,8
202505;202521;France;;29QUI;111119;Pharmacy 9;Address 9;1;City 9;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA BOOST STICK COLA 14 1.71G;3401529463593;1;14,63
202505;202519;France;;22SBR;111121;Pharmacy 11;Address 11;1;City 11;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR EFF ORANGE 30;3400935709042;1;16,9
202505;202520;France;;83LSE;111123;Pharmacy 13;Address 13;1;City 13;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR EFF ORANGE 30;3400935709042;1;14,9
202505;202520;France;;59VIL;111118;Pharmacy 8;Address 8;1;City 8;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR EFF ORANGE 30;3400935709042;1;15,95
202505;202520;France;;22LAM;111129;Pharmacy 19;Address 19;1;City 19;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE GOMMES CERISE 60;3534510001532;1;16,5
202506;202525;France;;92COL;111134;Pharmacy 24;Address 24;1;City 24;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR EFF ORANGE 60;3400927935947;1;19,99
202505;202522;France;;92COL;111134;Pharmacy 24;Address 24;1;City 24;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR EFF ORANGE 60;3400927935947;2;39,98
202505;202519;France;;91VIR;111112;Pharmacy 2;Address 2;1;City 2;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR EFF ORANGE 30;3400935709042;1;15,99
202506;202523;France;;31MUR;111131;Pharmacy 21;Address 21;1;City 21;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR EFF ORANGE 60;3400927935947;2;43,98
202506;202523;France;;91ETA;111113;Pharmacy 3;Address 3;1;City 3;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA BOOST CPR EFFVT 20;3401553606027;2;35,8
202505;202519;France;;29QUI;111119;Pharmacy 9;Address 9;1;City 9;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE GOMMES CERISE 60;3534510001532;1;14,98
202505;202522;France;;67SCH;111116;Pharmacy 6;Address 6;1;City 6;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA BOOST CPR EFFVT 20;3401553606027;1;16,99
202505;202519;France;;92COL;111134;Pharmacy 24;Address 24;1;City 24;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA BOOST CPR EFFVT 20;3401553606027;3;44,97
202505;202522;France;;22LAM;111129;Pharmacy 19;Address 19;1;City 19;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA BOOST CPR EFFVT 20;3401553606027;1;13,9
202505;202523;France;;31MUR;111131;Pharmacy 21;Address 21;1;City 21;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR EFF ORANGE 60;3400927935947;1;21,99
202505;202519;France;;92ASN;111128;Pharmacy 18;Address 18;1;City 18;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR EFF ORANGE 60;3400927935947;2;49,8
202505;202520;France;;92ASN;111128;Pharmacy 18;Address 18;1;City 18;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR PELLIC 30;3400935277947;1;15,9
202505;202519;France;;29QUI;111119;Pharmacy 9;Address 9;1;City 9;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA IMMUNITE FLASH CPR EFF 30;3534510001129;1;13,96
202505;202520;France;;83LSE;111123;Pharmacy 13;Address 13;1;City 13;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA IMMUNITE FLASH CPR EFF 30;3534510001129;1;14,6
202505;202518;France;;91VIR;111112;Pharmacy 2;Address 2;1;City 2;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR PELLIC 30;3400935277947;1;15,99
202505;202521;France;;92ASN;111128;Pharmacy 18;Address 18;1;City 18;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR PELLIC 30;3400935277947;3;47,7
202505;202521;France;;67SEL;111132;Pharmacy 22;Address 22;1;City 22;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR EFF ORANGE 30;3400935709042;1;15,95
202505;202519;France;;02SOI;111115;Pharmacy 5;Address 5;1;City 5;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR PELLIC 30;3400935277947;2;29,8
202505;202521;France;;67SEL;111132;Pharmacy 22;Address 22;1;City 22;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR PELLIC 30;3400935277947;1;15,9
202506;202524;France;;06VAL;111127;Pharmacy 17;Address 17;1;City 17;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR EFF ORANGE 60;3400927935947;1;22,9
202505;202521;France;;87LIM;111138;Pharmacy 28;Address 28;1;City 28;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR EFF ORANGE 30;3400935709042;1;14,5
202505;202523;France;;83LSE;111123;Pharmacy 13;Address 13;1;City 13;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR EFF ORANGE 30;3400935709042;1;14,9
202505;202520;France;;31MUR;111131;Pharmacy 21;Address 21;1;City 21;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR EFF ORANGE 30;3400935709042;1;11,49
202505;202520;France;;22LAM;111129;Pharmacy 19;Address 19;1;City 19;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR EFF ORANGE 30;3400935709042;4;59,6
202506;202524;France;;59CAU;111117;Pharmacy 7;Address 7;1;City 7;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR EFF ORANGE 30;3400935709042;2;31,8
202505;202519;France;;22LAM;111129;Pharmacy 19;Address 19;1;City 19;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA BOOST CPR EFFVT 20;3401553606027;2;27,8
202505;202521;France;;91VIR;111112;Pharmacy 2;Address 2;1;City 2;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA BOOST CPR EFFVT 20;3401553606027;1;16,99
202505;202520;France;;74ANM;111136;Pharmacy 26;Address 26;1;City 26;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA BOOST CPR EFFVT 20;3401553606027;2;35,8
202505;202519;France;;59VIL;111118;Pharmacy 8;Address 8;1;City 8;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA BOOST CPR EFFVT 20;3401553606027;1;16,5
202505;202521;France;;91ETA;111113;Pharmacy 3;Address 3;1;City 3;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR EFF CASSIS 30;3534510000887;1;16,9
202505;202520;France;;76FEC;111114;Pharmacy 4;Address 4;1;City 4;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR PELLIC 30;3400935277947;1;16,5
202505;202521;France;;67SCH;111116;Pharmacy 6;Address 6;1;City 6;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR PELLIC 30;3400935277947;1;16,5
202505;202519;France;;74ANM;111136;Pharmacy 26;Address 26;1;City 26;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR PELLIC 30;3400935277947;1;16,9
202506;202523;France;;76FEC;111114;Pharmacy 4;Address 4;1;City 4;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA BOOST CPR EFFVT 20;3401553606027;1;17,5
202506;202525;France;;92ASN;111128;Pharmacy 18;Address 18;1;City 18;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR EF OR-2E 30;3534510001990;1;12,72
202505;202522;France;;92ASN;111128;Pharmacy 18;Address 18;1;City 18;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR EF OR-2E 30;3534510001990;2;31,8
202505;202519;France;;91VIR;111112;Pharmacy 2;Address 2;1;City 2;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA BOOST CPR EFFVT 20;3401553606027;1;16,99
202505;202522;France;;38LPO;111126;Pharmacy 16;Address 16;1;City 16;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR PELLIC 30;3400935277947;1;16,9
202505;202518;France;;22LAM;111129;Pharmacy 19;Address 19;1;City 19;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR PELLIC 30;3400935277947;1;14,9
202505;202521;France;;31MUR;111131;Pharmacy 21;Address 21;1;City 21;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA IMMUNITE FLASH CPR EFF 30;3534510001129;2;23,9
202505;202523;France;;06VAL;111127;Pharmacy 17;Address 17;1;City 17;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA IMMUNITE FLASH CPR EFF 30;3534510001129;1;11,49
202505;202519;France;;68THA;111124;Pharmacy 14;Address 14;1;City 14;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR EFF ORANGE 30;3400935709042;4;55,6
202505;202522;France;;44PON;111133;Pharmacy 23;Address 23;1;City 23;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR EFF ORANGE 30;3400935709042;1;14,95
202505;202522;France;;92ASN;111128;Pharmacy 18;Address 18;1;City 18;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA BOOST CPR EFFVT 20;3401553606027;1;17,9
202506;202523;France;;38LPO;111126;Pharmacy 16;Address 16;1;City 16;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR EFF ORANGE 30;3400935709042;3;50,7
202506;202523;France;;92COL;111134;Pharmacy 24;Address 24;1;City 24;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR EFF ORANGE 30;3400935709042;1;11,22
202506;202523;France;;92ASN;111128;Pharmacy 18;Address 18;1;City 18;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR PELLIC 30;3400935277947;1;15,9
202506;202523;France;;87LIM;111138;Pharmacy 28;Address 28;1;City 28;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA IMMUNITE FLASH CPR EFF 30;3534510001129;1;13,95
202506;202524;France;;91VIR;111112;Pharmacy 2;Address 2;1;City 2;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR EFF ORANGE 60;3400927935947;1;25,99
202506;202523;France;;06VAL;111127;Pharmacy 17;Address 17;1;City 17;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA BOOST STICK COLA 14 1.71G;3401529463593;2;25,9
202506;202525;France;;69OUL;111135;Pharmacy 25;Address 25;1;City 25;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA BOOST STICK COLA 14 1.71G;3401529463593;1;14,9
202505;202521;France;;92ASN;111128;Pharmacy 18;Address 18;1;City 18;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR EFF ORANGE 60;3400927935947;2;49,8
202505;202521;France;;92COL;111134;Pharmacy 24;Address 24;1;City 24;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA BOOST CPR EFFVT 20;3401553606027;2;29,98
202505;202522;France;;06VAL;111127;Pharmacy 17;Address 17;1;City 17;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA BOOST CPR EFFVT 20;3401553606027;1;11,79
202505;202521;France;;67ILL;111137;Pharmacy 27;Address 27;1;City 27;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA IMMUNITE FLASH CPR EFF 30;3534510001129;1;12,9
202505;202522;France;;84CAV;111125;Pharmacy 15;Address 15;1;City 15;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR EFF ORANGE 30;3400935709042;4;55,6
202505;202518;France;;31MUR;111131;Pharmacy 21;Address 21;1;City 21;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR EFF ORANGE 30;3400935709042;1;11,49
202505;202519;France;;76FEC;111114;Pharmacy 4;Address 4;1;City 4;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR EFF ORANGE 30;3400935709042;1;16,5
202505;202521;France;;06VAL;111127;Pharmacy 17;Address 17;1;City 17;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR PELLIC 30;3400935277947;1;14,5
202506;202523;France;;29QUI;111119;Pharmacy 9;Address 9;1;City 9;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR EFF CASSIS 30;3534510000887;1;14,98
202506;202525;France;;76FEC;111114;Pharmacy 4;Address 4;1;City 4;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA BOOST CPR EFFVT 20;3401553606027;1;17,5
202506;202524;France;;92COL;111134;Pharmacy 24;Address 24;1;City 24;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR EFF ORANGE 30;3400935709042;3;35,97
202505;202521;France;;91ETA;111113;Pharmacy 3;Address 3;1;City 3;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR EFF ORANGE 30;3400935709042;5;84,5
202505;202520;France;;31MUR;111131;Pharmacy 21;Address 21;1;City 21;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA BOOST CPR EFFVT 20;3401553606027;1;12,99
202505;202519;France;;92COL;111134;Pharmacy 24;Address 24;1;City 24;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR EFF ORANGE 60;3400927935947;3;59,97
202505;202519;France;;83LSE;111123;Pharmacy 13;Address 13;1;City 13;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA ENERGIE CPR PELLIC 30;3400935277947;1;14,9
202505;202521;France;;91ETA;111113;Pharmacy 3;Address 3;1;City 3;TOTAL MARKET;TOTAL BEROCCA;;BEROCCA IMMUNITE FLASH CPR EFF 30;3534510001129;1;15,9
